masked_id,Date,wf_page
1,08312016,About Wells Fargo/More resources/Commercial Sitemap
1,09032016,Online Banking Services/Online Banking/
1,09082016,Insurance/You and Your Family/Insurance Overview
1,09082016,Insurance/Your Financial Goals/Planning for Retirement
1,09082016,Insurance/You and Your Family/Insurance Overview
1,09082016,Rewards and Benefits/Use and Share Rewards/Use Rewards 
1,09082016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,09082016,Rewards and Benefits/Go Far™ Rewards/Earn Rewards
1,09102016,Investing and Retirement/Ways to Invest/Invest Online
1,09102016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,09112016,Wealth Services/Wealth Solutions/Private Banking
1,09112016,Wealth Services/Wealth Solutions/Private Banking
1,09112016,Wealth Services/Abbot Downing/
1,09112016,Wealth Services/Wealth Advice  and Guidance/Conversations Magazine
1,09112016,Wealth Services/Wells Fargo Advisors /
1,09112016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,09112016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,09112016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,09112016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,09112016,Investing and Retirement/Ways to Invest/Invest Online
1,09152016,Mortgage Loans/Personal Lines and Loans/Credit Cards
1,09152016,Mortgage Loans/Home Loans and Lines/Mortgage Loans
1,09152016,Mortgage Loans/Personal Lines and Loans/Credit Cards
1,09152016,Mortgage Loans/Your Financial Goals /Going to College
1,09152016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,09152016,Investing Solutions/Investment Services/
1,09152016,Investing Solutions/IRAs/
1,09152016,Investing Solutions/IRAs/
1,09152016,Investing Solutions/Investing for Education/
1,09152016,Investing Solutions/Investing for Education/
1,09152016,Tax Center/Tax Center/
1,09152016,Tax Center/Tax Center/
1,09152016,Tax Center/Fraud Information Center /
1,09152016,Tax Center/Fraud Information Center /
1,09152016,Tax Center/Fraud Information Center /
1,09152016,Insurance/Your Financial Goals/Planning for Retirement
1,09152016,Insurance/Your Property/Specialty Vehicle Insurance
1,09152016,Insurance/Your Financial Goals/Protect What Counts
1,09152016,Insurance/Your Financial Goals/Planning for Retirement
1,09152016,Insurance/You and Your Family/Insurance Overview
1,09162016,Your Financial Goals/Investing Basics/
1,09162016,Your Financial Goals/Income in Retirement/
1,09162016,Your Financial Goals/Planning for Retirement/
1,09162016,Your Financial Goals/Planning for Retirement/
1,09162016,Your Financial Goals/Planning for Retirement/
1,09162016,Financial Education/Your Property/Insurance and Protection
1,09162016,Financial Education/Your Property/Homeownership
1,09162016,Financial Education/You and Your Family/Credit Management
1,09162016,Financial Education/Your Property/Insurance and Protection
1,09162016,Financial Education/You and Your Family/Basic Finances
1,09162016,Investing Solutions/Investing for Education/
1,09162016,Investing Solutions/IRAs/
1,09162016,Investing Solutions/Rollovers (401k and IRA)/
1,09162016,Investing Solutions/Rollovers (401k and IRA)/
1,09162016,Investing Solutions/Investing for Education/
1,09162016,Online Banking Services/Online Bill Pay/
1,09162016,Online Banking Services/Online Banking/
1,09162016,Online Banking Services/Online Statements/
1,09162016,Online Banking Services/Online Banking/
1,09162016,Online Banking Services/Transfers/
1,09172016,Accounts and Services/Savings Accounts and CDs/Account Service Feature Removed
1,09172016,Accounts and Services/Credit Cards/Account or Service Downloaded
1,09192016,Tax Center/Tax Center/
1,09192016,Tax Center/Tax Center/
1,09192016,Tax Center/Fraud Information Center /
1,09192016,Accounts and Services/Debit and Prepaid Cards/Account or Service Closed
1,09192016,Accounts and Services/Identity Theft Protection/Account Service Feature Removed
1,09192016,Accounts and Services/Credit Cards/Account link removed
1,09202016,Mortgage Loans/Personal Lines and Loans/Personal Lines and Loans
1,09222016,Mortgage Loans/Personal Lines and Loans/Auto Loans
1,09232016,Tax Center/Banking Made Easy/
1,09232016,Tax Center/Banking Made Easy/
1,09262016,Accounts and Services/Identity Theft Protection/Account link added
1,09272016,Accounts and Services/Identity Theft Protection/Account renewed
1,09272016,Accounts and Services/Credit Cards/Account link added
1,09292016,Your Financial Goals/Income in Retirement/
1,09292016,Your Financial Goals/Income in Retirement/
1,09292016,Your Financial Goals/Planning for Retirement/
1,09292016,Your Financial Goals/Income in Retirement/
1,09292016,Your Financial Goals/Income in Retirement/
1,09292016,Rewards and Benefits/Go Far™ Rewards/Earn Rewards
1,09292016,Rewards and Benefits/Go Far™ Rewards/Explore Rewards
1,09292016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,09292016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,09292016,Rewards and Benefits/Go Far™ Rewards/Explore Rewards
1,09292016,Wealth Services/Wealth Advice  and Guidance/Wealth Management Insights
1,09292016,Wealth Services/Wealth Solutions/Investment Management
1,09292016,Wealth Services/The Private Bank/
1,09292016,Wealth Services/Abbot Downing/
1,09292016,Wealth Services/Wealth Solutions/Trust Services
1,09292016,Insurance/Your Financial Goals/Protect What Counts
1,09292016,Insurance/Your Financial Goals/Protect What Counts
1,09292016,Insurance/Your Property/Auto Insurance
1,09292016,Insurance/Your Property/Auto Insurance
1,09292016,Insurance/Your Property/Auto Insurance
1,10022016,Rewards and Benefits/Go Far™ Rewards/Explore Rewards
1,10022016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,10022016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,10022016,Mortgage Loans/Home Loans and Lines/Home Equity Lines
1,10022016,Mortgage Loans/Your Financial Goals /Home Lending
1,10022016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,10042016,Wealth Services/The Private Bank/
1,10042016,Wealth Services/Wealth Solutions/Specialized Wealth Services
1,10082016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,10082016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,10092016,Accounts and Services/Debit and Prepaid Cards/Account converted
1,10112016,Wealth Services/Wealth Solutions/Private Banking
1,10122016,Your Financial Goals/Planning for Retirement/
1,10122016,Your Financial Goals/Investing Basics/
1,10122016,Your Financial Goals/Planning for Retirement/
1,10122016,Your Financial Goals/Income in Retirement/
1,10122016,Your Financial Goals/Investing Basics/
1,10122016,Your Financial Goals/Investing Basics/
1,10152016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,10152016,Mortgage Loans/Personal Lines and Loans/Auto Loans
1,10172016,Online Banking Services/Online Banking/
1,10172016,Online Banking Services/Online Bill Pay/
1,10172016,Online Banking Services/Mobile Banking/
1,10172016,Online Banking Services/Online Statements/
1,10172016,Online Banking Services/Transfers/
1,10172016,Accounts and Services/Identity Theft Protection/Account Service Feature Added
1,10172016,Accounts and Services/Checking Accounts/Account converted
1,10172016,Accounts and Services/Savings Accounts and CDs/Account phone number maintained
1,10172016,Accounts and Services/Checking Accounts/Account converted
1,10172016,Accounts and Services/Foreign Exchange/Account link removed
1,10172016,Accounts and Services/Global Remittance Services/Account link added
1,10172016,Accounts and Services/Savings Accounts and CDs/Account Activation Failed
1,10172016,Accounts and Services/Credit Cards/Account renewed
1,10172016,Accounts and Services/Checking Accounts/Account or Service Opened
1,10172016,Accounts and Services/Foreign Exchange/Account balance inquired
1,10172016,Insurance/You and Your Family/Insurance Overview
1,10172016,Insurance/Your Property/Auto Insurance
1,10172016,Insurance/Your Financial Goals/Planning for Retirement
1,10172016,Insurance/Your Property/Specialty Vehicle Insurance
1,10172016,Insurance/You and Your Family/Insurance Overview
1,10202016,Financial Education/You and Your Family/Credit Management
1,10242016,Financial Education/Your Property/Homeownership
1,10262016,Accounts and Services/Savings Accounts and CDs/Account or Service Downloaded
1,10282016,Rewards and Benefits/Go Far™ Rewards/Earn Rewards
1,10282016,Rewards and Benefits/Go Far™ Rewards/Earn Rewards
1,10282016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,10282016,Rewards and Benefits/Go Far™ Rewards/Explore Rewards
1,10282016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,10282016,Financial Education/You and Your Family/Credit Management
1,10282016,Financial Education/You and Your Family/Basic Finances
1,10282016,Financial Education/Your Property/Homeownership
1,10282016,Financial Education/Your Future/Investing
1,10282016,Financial Education/Your Future/Retirement
1,10312016,Insurance/You and Your Family/Insurance Overview
1,10312016,Insurance/Your Financial Goals/Protect What Counts
1,10312016,Insurance/You and Your Family/Umbrella Liability Insurance
1,10312016,Insurance/Your Financial Goals/Planning for Retirement
1,10312016,Insurance/Your Property/Homeowners Insurance
1,10312016,Financial Education/Your Property/Insurance and Protection
1,10312016,Financial Education/You and Your Family/Education Finances
1,10312016,Financial Education/Your Future/Retirement
1,10312016,Financial Education/You and Your Family/Basic Finances
1,10312016,Financial Education/You and Your Family/Credit Management
1,10312016,Accounts and Services/Credit Cards/Account Service Feature Added
1,10312016,Accounts and Services/Savings Accounts and CDs/Account link removed
1,10312016,Accounts and Services/Foreign Exchange/Account or Service Downloaded
1,10312016,Accounts and Services/Checking Accounts/Account balance inquired
1,10312016,Accounts and Services/Identity Theft Protection/Account hard hold added or removed
1,10312016,Online Banking Services/Online Bill Pay/
1,10312016,Online Banking Services/Online Banking/
1,10312016,Online Banking Services/Online Banking/
1,10312016,Online Banking Services/Mobile Banking/
1,10312016,Online Banking Services/Transfers/
1,11052016,Investing Solutions/IRAs/
1,11052016,Investing Solutions/Rollovers (401k and IRA)/
1,11052016,Investing Solutions/Investment Services/
1,11052016,Financial Education/Your Future/Investing
1,11052016,Financial Education/Your Future/Retirement
1,11052016,Financial Education/Your Future/Small Business
1,11062016,Financial Education/You and Your Family/Credit Management
1,11072016,Financial Education/Your Future/Retirement
1,11102016,Wealth Services/Wealth Solutions/Investment Management
1,11102016,Wealth Services/The Private Bank/
1,11102016,Wealth Services/Abbot Downing/
1,11102016,Your Financial Goals/Income in Retirement/
1,11102016,Your Financial Goals/Investing Basics/
1,11102016,Your Financial Goals/Income in Retirement/
1,11122016,Wealth Services/Abbot Downing/
1,11122016,Wealth Services/Wealth Solutions/Investment Management
1,11132016,Insurance/You and Your Family/Insurance Overview
1,11142016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,11142016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,11142016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,11142016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,11142016,Investing and Retirement/Ways to Invest/Invest Online
1,11142016,Investing and Retirement/Ways to Invest/Invest Online
1,11142016,Investing and Retirement/Ways to Invest/Invest Online
1,11142016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,11142016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,11142016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,11142016,Your Financial Goals/Planning for Retirement/
1,11142016,Your Financial Goals/Planning for Retirement/
1,11142016,Your Financial Goals/Income in Retirement/
1,11142016,Your Financial Goals/Income in Retirement/
1,11142016,Your Financial Goals/Income in Retirement/
1,11142016,Online Banking Services/Online Banking/
1,11142016,Online Banking Services/Online Statements/
1,11142016,Online Banking Services/Transfers/
1,11142016,Online Banking Services/Online Bill Pay/
1,11142016,Online Banking Services/Mobile Banking/
1,11162016,Mortgage Loans/Home Loans and Lines/Mortgage Loans
1,11162016,Mortgage Loans/Your Financial Goals /Home Lending
1,11162016,Mortgage Loans/Home Loans and Lines/Mortgage Loans
1,11162016,Mortgage Loans/Home Loans and Lines/Home Equity Lines
1,11162016,Mortgage Loans/Your Financial Goals /Going to College
1,11162016,Accounts and Services/Checking Accounts/Account Service Feature Added
1,11162016,Accounts and Services/Savings Accounts and CDs/Account or Service Opened
1,11162016,Accounts and Services/Global Remittance Services/Account address maintained
1,11162016,Accounts and Services/Foreign Exchange/Account Service Feature Added
1,11162016,Accounts and Services/Checking Accounts/Account or Service Closed
1,11192016,About Wells Fargo/More resources/Small Business Sitemap
1,11192016,About Wells Fargo/More resources/Small Business Sitemap
1,11192016,About Wells Fargo/Still have questions?/Call Us
1,11192016,About Wells Fargo/News and Outreach /Corporate Social Responsibility
1,11192016,About Wells Fargo/How do I…/Get help with payment challenges
1,11192016,About Wells Fargo/More resources/Commercial Sitemap
1,11212016,Wealth Services/Wealth Solutions/Wealth Planning
1,11232016,Financial Education/Your Future/Small Business
1,11232016,Financial Education/Your Property/Insurance and Protection
1,11262016,Financial Education/You and Your Family/Education Finances
1,11262016,Financial Education/Your Property/Homeownership
1,11262016,Financial Education/Your Future/Retirement
1,11262016,Investing and Retirement/Ways to Invest/Invest Online
1,11262016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,11262016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,11272016,About Wells Fargo/Working With Us/Careers at Wells Fargo
1,11272016,About Wells Fargo/Working With Us/Careers at Wells Fargo
1,11272016,About Wells Fargo/Still have questions?/Find a Location
1,11272016,Insurance/Your Property/Auto Insurance
1,11272016,Insurance/Your Property/Homeowners Insurance
1,11272016,Insurance/Your Financial Goals/Protect What Counts
1,11302016,Accounts and Services/Savings Accounts and CDs/Account hard hold added or removed
1,12012016,Mortgage Loans/Personal Lines and Loans/Student Loans
1,12022016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12042016,Financial Education/You and Your Family/Credit Management
1,12042016,Financial Education/Your Future/Small Business
1,12042016,Financial Education/Your Future/Small Business
1,12042016,Financial Education/You and Your Family/Credit Management
1,12042016,Financial Education/Your Property/Insurance and Protection
1,12042016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12042016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12042016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12042016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,12042016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12052016,Online Banking Services/Online Bill Pay/
1,12052016,Online Banking Services/Online Bill Pay/
1,12052016,Online Banking Services/Online Statements/
1,12052016,Tax Center/Fraud Information Center /
1,12052016,Tax Center/Fraud Information Center /
1,12052016,Tax Center/Fraud Information Center /
1,12072016,Wealth Services/Wealth Management Services/
1,12072016,Wealth Services/Wealth Management Services/
1,12072016,Wealth Services/Wealth Solutions/Private Banking
1,12072016,Wealth Services/Wells Fargo Advisors /
1,12072016,Wealth Services/Wealth Management Services/
1,12072016,Tax Center/Fraud Information Center /
1,12072016,Tax Center/Fraud Information Center /
1,12072016,Tax Center/Tax Center/
1,12072016,Tax Center/Fraud Information Center /
1,12072016,Tax Center/Tax Center/
1,12072016,Tax Center/Tax Center/
1,12072016,Tax Center/Banking Made Easy/
1,12072016,Tax Center/Fraud Information Center /
1,12072016,Tax Center/Banking Made Easy/
1,12072016,Tax Center/Tax Center/
1,12072016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,12072016,Rewards and Benefits/Use and Share Rewards/Use Rewards 
1,12072016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,12072016,Rewards and Benefits/Use and Share Rewards/Share Rewards
1,12072016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,12082016,About Wells Fargo/Still have questions?/Call Us
1,12092016,Mortgage Loans/Personal Lines and Loans/Auto Loans
1,12122016,Wealth Services/Wealth Solutions/Wealth Planning
1,12132016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,12132016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,12132016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,12132016,Accounts and Services/Foreign Exchange/Account Service Feature Added
1,12132016,Accounts and Services/Credit Cards/Account Activation Failed
1,12132016,Accounts and Services/Debit and Prepaid Cards/Account or Service Downloaded
1,12162016,Investing Solutions/Investment Services/
1,12162016,Investing Solutions/Rollovers (401k and IRA)/
1,12162016,Investing Solutions/IRAs/
1,12162016,Investing Solutions/Investing for Education/
1,12162016,Investing Solutions/Investing for Education/
1,12162016,Investing Solutions/IRAs/
1,12162016,Investing Solutions/IRAs/
1,12162016,Investing Solutions/IRAs/
1,12162016,Investing Solutions/Investing for Education/
1,12162016,Investing Solutions/Investment Services/
1,12162016,Mortgage Loans/Home Loans and Lines/Mortgage Loans
1,12162016,Mortgage Loans/Your Financial Goals /Going to College
1,12162016,Mortgage Loans/Your Financial Goals /Home Lending
1,12162016,Mortgage Loans/Home Loans and Lines/Mortgage Loans
1,12162016,Mortgage Loans/Your Financial Goals /Home Lending
1,12162016,Accounts and Services/Identity Theft Protection/Account Service Feature Added
1,12162016,Accounts and Services/Global Remittance Services/Account preference set or maintained
1,12162016,Accounts and Services/Credit Cards/Account activated
1,12162016,Accounts and Services/Global Remittance Services/Account link removed
1,12162016,Accounts and Services/Foreign Exchange/Account or Service Opened
1,12172016,Mortgage Loans/Your Financial Goals /Going to College
1,12172016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,12172016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,12172016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,12172016,Mortgage Loans/Personal Lines and Loans/Auto Loans
1,12172016,Mortgage Loans/Personal Lines and Loans/Student Loans
1,12192016,Rewards and Benefits/Relationship Program/Customer Relationship Overview
1,12192016,Rewards and Benefits/Go Far™ Rewards/Earn Rewards
1,12232016,Investing Solutions/Investment Services/
1,12242016,Your Financial Goals/Income in Retirement/
1,12242016,Your Financial Goals/Investing Basics/
1,12242016,Your Financial Goals/Planning for Retirement/
1,12242016,Your Financial Goals/Income in Retirement/
1,12242016,Your Financial Goals/Planning for Retirement/
1,12242016,Investing and Retirement/Ways to Invest/Compare Ways to Invest
1,12242016,Investing and Retirement/Ways to Invest/Invest With Guidance 
1,12242016,Investing and Retirement/Ways to Invest/Invest Online
1,12242016,Investing and Retirement/Ways to Invest/Invest Online
1,12242016,Investing and Retirement/Ways to Invest/Invest in Mutual Funds
1,12242016,Tax Center/Tax Center/
1,12242016,Tax Center/Banking Made Easy/
1,12242016,Tax Center/Tax Center/
1,12242016,Tax Center/Tax Center/
1,12242016,Tax Center/Banking Made Easy/
1,12242016,Mortgage Loans/Home Loans and Lines/Home Equity Lines
1,12242016,Mortgage Loans/Personal Lines and Loans/Personal Lines and Loans
1,12242016,Mortgage Loans/Your Financial Goals /Borrowing and Credit
1,12242016,Mortgage Loans/Personal Lines and Loans/Personal Lines and Loans
